N,extraction,value
1,40,-0.0993249
2,40,-0.602333
10,40,3.64369
100,40,-1.04589
1,41,2.12938
2,41,1.6807
10,41,-0.592281
100,41,-0.441592
1,42,-0.551016
2,42,-0.438219
10,42,1.00387
100,42,1.54494
1,43,0.9788
2,43,0.362627
10,43,-0.753172
100,43,4.73895
1,44,2.09141
2,44,2.30264
10,44,-0.830625
100,44,2.00258
1,45,-51.4192
2,45,-26.2408
10,45,-4.93013
100,45,0.698274
1,46,0.330132
2,46,-0.0877937
10,46,0.92184
100,46,1.54755
1,47,1.40756
2,47,7.01234
10,47,1.78871
100,47,0.730201
1,48,-3.85636
2,48,-1.33948
10,48,1.82461
100,48,-0.129427
1,49,3.23471
2,49,0.354748
10,49,-3.1938
100,49,-7.91725
1,50,-0.660082
2,50,-0.232253
10,50,-0.37052
100,50,-1.50427
1,51,0.328408
2,51,-0.0319865
10,51,-0.591838
100,51,-0.10563
1,52,1.9443
2,52,-2.70281
10,52,-3.71879
100,52,-2.12486
1,53,0.246508
2,53,2.72307
10,53,15.7742
100,53,3.84419
1,54,-1.17093
2,54,-0.98208
10,54,0.842905
100,54,16.8468
1,55,0.843036
2,55,0.488085
10,55,0.511921
100,55,-1.1235
1,56,2.7421
2,56,0.733179
10,56,1.41396
100,56,5.88015
1,57,2.91452
2,57,1.30871
10,57,-0.381324
100,57,0.0170013
1,58,0.149223
2,58,-4.4669
10,58,-0.471133
100,58,-1.0696
1,59,0.386152
2,59,3.94817
10,59,0.487548
100,59,-0.204791
1,60,10.872
2,60,0.718538
10,60,18.1427
100,60,2.56661
1,61,0.903348
2,61,0.22027
10,61,-1.06125
100,61,0.139896
1,62,-1.06327
2,62,-0.316251
10,62,0.552849
100,62,2.64331
1,63,-328.31
2,63,-162.43
10,63,-32.6289
100,63,-3.41283
1,64,-0.195481
2,64,0.559386
10,64,0.358824
100,64,3.86827
1,65,0.426542
2,65,-0.473015
10,65,1.27831
100,65,0.320254
1,66,1.2804
2,66,1.19969
10,66,0.314405
100,66,0.604943
1,67,1.09247
2,67,-0.44245
10,67,-0.688803
100,67,5.16191
1,68,-1.08039
2,68,-1.84994
10,68,0.0148776
100,68,4.59418
1,69,4.1818
2,69,2.88166
10,69,6.97991
100,69,1.031
1,70,-0.0551803
2,70,-1.90369
10,70,-0.418681
100,70,2.2762
1,71,-0.417452
2,71,-2.21046
10,71,0.452128
100,71,-2.43104
1,72,-0.172242
2,72,-0.493424
10,72,0.271995
100,72,0.574917
1,73,-0.194509
2,73,-3.04927
10,73,-1.71192
100,73,0.830125
1,74,-1.43458
2,74,-0.346077
10,74,0.777195
100,74,-2.4333
1,75,1.21248
2,75,0.509788
10,75,1.04507
100,75,-0.062295
1,76,-0.722009
2,76,-4.89616
10,76,-0.781718
100,76,-1.44954
1,77,0.340914
2,77,0.331968
10,77,-0.618827
100,77,1.26049
1,78,0.545724
2,78,-0.0578649
10,78,0.245382
100,78,-1.08031
1,79,1.55937
2,79,0.780403
10,79,0.989371
100,79,0.670678
1,80,0.893274
2,80,1.84696
10,80,-0.0710585
100,80,4.97233
1,81,-2.23824
2,81,-1.17601
10,81,0.166652
100,81,1.09664
1,82,-0.958849
2,82,-0.0739402
10,82,-0.157774
100,82,1.2689
1,83,-2.67455
2,83,-0.87202
10,83,-5.27432
100,83,-0.535492
1,84,-0.369657
2,84,3.09495
10,84,1.74456
100,84,1.23364
1,85,-1.72045
2,85,0.564212
10,85,2.14744
100,85,-1.29134
1,86,-0.79087
2,86,1.01189
10,86,-0.836258
100,86,-0.0784872
1,87,-0.0407222
2,87,-5.98947
10,87,3.52944
100,87,8.49493
1,88,-1.77061
2,88,-1.5095
10,88,1.82137
100,88,0.381851
1,89,4.58791
2,89,3.01474
10,89,1.41274
100,89,-0.657909
1,90,1.0074
2,90,0.590352
10,90,-0.0648787
100,90,1.52879
1,91,2.07861
2,91,0.719459
10,91,0.706809
100,91,274.869
1,92,-1.08978
2,92,-0.737445
10,92,0.649217
100,92,-0.287532
1,93,2.78244
2,93,1.86175
10,93,0.957547
100,93,5.86195
1,94,0.435345
2,94,-0.37683
10,94,-3.2988
100,94,0.0923771
1,95,0.498181
2,95,1.13421
10,95,-0.0723557
100,95,0.108793
1,96,0.283663
2,96,-0.674463
10,96,-0.98253
100,96,-0.0843677
1,97,-0.324574
2,97,-0.594899
10,97,1.12649
100,97,3.767
1,98,0.57736
2,98,0.856327
10,98,0.610317
100,98,0.945649
1,99,0.664544
2,99,0.839799
10,99,-0.10208
100,99,0.252728
1,100,-8.34392
2,100,-5.26349
10,100,-0.11228
100,100,0.387736
1,101,2.22758
2,101,6.02084
10,101,0.482519
100,101,1.22092
1,102,0.46698
2,102,0.220659
10,102,0.455817
100,102,-1.34954
1,103,0.388457
2,103,-0.00688684
10,103,31.2547
100,103,-12.7372
1,104,1.14656
2,104,3.84143
10,104,-0.043541
100,104,6.26676
1,105,-0.35063
2,105,0.538564
10,105,-2.82728
100,105,4.07492
1,106,-2.02436
2,106,-0.732435
10,106,2.23631
100,106,2.12864
1,107,1.3665
2,107,1.65457
10,107,0.213141
100,107,-0.19283
1,108,-0.433044
2,108,-0.713305
10,108,-0.801828
100,108,-0.170424
1,109,5.47501
2,109,1.48844
10,109,-0.329446
100,109,-0.209064
1,110,2.60334
2,110,1.45925
10,110,0.156656
100,110,0.355546
1,111,0.766177
2,111,0.0369836
10,111,0.402004
100,111,-1.57304
1,112,-0.557992
2,112,1.7901
10,112,0.910645
100,112,-0.80078
1,113,24.0707
2,113,7.94522
10,113,3.16512
100,113,-0.234638
1,114,-0.246309
2,114,-0.75551
10,114,-0.710775
100,114,28.2212
1,115,1.94368
2,115,1.12091
10,115,-5.6023
100,115,-0.668867
1,116,-2.21064
2,116,1.16355
10,116,-0.890128
100,116,1.35954
1,117,0.555779
2,117,0.127252
10,117,0.440155
100,117,0.340132
1,118,-0.0184092
2,118,-1.76689
10,118,-0.670673
100,118,1.65104
1,119,-1.91635
2,119,-1.0835
10,119,-2.28704
100,119,-1.14063
1,120,0.746522
2,120,0.550938
10,120,0.350025
100,120,1.23128
1,121,-0.252834
2,121,-0.676836
10,121,0.0380141
100,121,-0.038679
1,122,1.06602
2,122,-6.13824
10,122,-4.04443
100,122,-2.26523
1,123,2.6899
2,123,-0.60392
10,123,0.996707
100,123,0.517293
1,124,-0.000832592
2,124,-0.0220996
10,124,-0.858348
100,124,-0.43489
1,125,-1.43736
2,125,-0.507176
10,125,3.37367
100,125,0.657491
1,126,-3.08606
2,126,-3.02593
10,126,-6.32687
100,126,-1.53073
1,127,-5.9767
2,127,-2.82307
10,127,-0.914911
100,127,-3.86301
1,128,-16.8096
2,128,-8.25493
10,128,-2.44351
100,128,-0.535178
1,129,-9.53529
2,129,-5.36718
10,129,-1.12721
100,129,2.43404
1,130,-0.376528
2,130,-0.67416
10,130,-1.39949
100,130,1.82396
1,131,-0.74402
2,131,-0.43735
10,131,0.0784894
100,131,-2.46108
1,132,1.68642
2,132,0.398406
10,132,0.837626
100,132,20.4907
1,133,-0.843696
2,133,-1.68666
10,133,-0.180339
100,133,-0.0331993
1,134,1.08393
2,134,0.197889
10,134,0.50381
100,134,0.589335
1,135,-0.684782
2,135,0.14218
10,135,-0.38888
100,135,16.6742
1,136,-3.06915
2,136,-1.57234
10,136,-3.16179
100,136,-29.2561
1,137,-1.40641
2,137,-1.00088
10,137,4.29477
100,137,0.475865
1,138,-0.22225
2,138,-0.0156503
10,138,-0.209832
100,138,-2.05227
1,139,0.893104
2,139,1.53185
10,139,-0.222395
100,139,-0.494795
1,140,0.428621
2,140,0.393406
10,140,0.130835
100,140,0.180434
1,141,-1.88631
2,141,-0.596299
10,141,1.37452
100,141,1.2557
1,142,3.80878
2,142,2.75689
10,142,2.60152
100,142,2.55694
1,143,0.199001
2,143,0.478683
10,143,0.730154
100,143,4.10771
1,144,-0.42299
2,144,0.506521
10,144,1.27179
100,144,0.842236
1,145,-0.944562
2,145,-0.769105
10,145,0.318308
100,145,0.304913
1,146,2.26768
2,146,-4.54819
10,146,0.606073
100,146,29.7312
1,147,-5.62057
2,147,-3.06316
10,147,0.364122
100,147,0.965635
1,148,-0.0728939
2,148,0.487566
10,148,0.69038
100,148,5.00498
1,149,0.0443426
2,149,0.126037
10,149,0.209014
100,149,0.25967
1,150,-0.676196
2,150,-1.01241
10,150,-4.25661
100,150,0.928707
1,151,-2.27685
2,151,-1.69005
10,151,2.23923
100,151,0.483896
1,152,1.4184
2,152,-8.38938
10,152,-1.55876
100,152,1.36346
1,153,-0.0662257
2,153,-0.246091
10,153,-0.327513
100,153,0.223579
1,154,-0.16279
2,154,-1.39158
10,154,0.964007
100,154,2.74608
1,155,-0.846525
2,155,0.523713
10,155,3.77413
100,155,0.631425
1,156,9.21314
2,156,5.37118
10,156,1.62915
100,156,-0.58316
1,157,-0.25797
2,157,-0.489351
10,157,-0.986178
100,157,1.35276
1,158,4.61226
2,158,1.92701
10,158,-24.8274
100,158,27.3776
1,159,6.17068
2,159,4.76627
10,159,-3.75689
100,159,-2.38803
1,160,1.90425
2,160,0.728837
10,160,0.680968
100,160,-0.796788
1,161,8.76448
2,161,6.35653
10,161,0.958413
100,161,0.31303
1,162,0.470053
2,162,0.380238
10,162,0.0446756
100,162,-0.496585
1,163,-0.0495968
2,163,-2.35211
10,163,3.51538
100,163,-0.190052
1,164,0.461302
2,164,0.546478
10,164,1.3274
100,164,0.467122
1,165,-0.968086
2,165,0.0170929
10,165,0.248429
100,165,6.06277
1,166,7.6574
2,166,3.32358
10,166,1.16992
100,166,0.328175
1,167,-0.0057136
2,167,-2.07563
10,167,-0.604468
100,167,-0.720304
1,168,-0.446114
2,168,0.939965
10,168,1.02757
100,168,0.0102451
1,169,0.350999
2,169,0.527159
10,169,-0.170782
100,169,1.06693
1,170,0.196996
2,170,0.0361965
10,170,0.23173
100,170,-3.25004
1,171,1.30012
2,171,0.612132
10,171,-74.2954
100,171,-3.20696
1,172,4.05703
2,172,7.9853
10,172,2.3534
100,172,2.0613
1,173,0.545999
2,173,10.0248
10,173,2.76578
100,173,73.1288
1,174,0.676487
2,174,0.222772
10,174,-2.13218
100,174,-0.169202
1,175,1.02116
2,175,1.15832
10,175,0.68627
100,175,2.56445
1,176,0.295026
2,176,-0.361785
10,176,0.428414
100,176,0.987638
1,177,-11.6499
2,177,-5.6581
10,177,-0.519597
100,177,0.674331
1,178,4.23134
2,178,4.09733
10,178,0.401401
100,178,-201.069
1,179,-0.895623
2,179,-1.11428
10,179,-0.992973
100,179,-0.493651
1,180,-4.01747
2,180,13.4363
10,180,3.79547
100,180,5.01397
1,181,-0.118977
2,181,-0.621022
10,181,-0.3877
100,181,-0.386159
1,182,-0.0553556
2,182,-0.296187
10,182,0.420025
100,182,-0.885542
1,183,-2.65063
2,183,-0.818657
10,183,140.086
100,183,18.4827
1,184,-7.80939
2,184,-2.9433
10,184,-1.64942
100,184,-0.366615
1,185,0.00622122
2,185,0.320147
10,185,-2.33048
100,185,-0.165395
1,186,11.4677
2,186,5.33621
10,186,2.42972
100,186,-1.13145
1,187,2.48858
2,187,-258.849
10,187,-51.0441
100,187,-6.16514
1,188,-2.5325
2,188,-1.05915
10,188,2.39141
100,188,-0.454442
1,189,0.416978
2,189,1.00268
10,189,-10.6374
100,189,-1.24651
1,190,0.695688
2,190,0.501649
10,190,-0.274354
100,190,-0.841901
1,191,-0.519124
2,191,-0.79705
10,191,-0.260733
100,191,0.771171
1,192,-0.108946
2,192,0.102899
10,192,3.17976
100,192,0.397474
1,193,3.40613
2,193,-3.71792
10,193,-0.610714
100,193,-0.256077
1,194,-0.303492
2,194,1.97567
10,194,0.796588
100,194,2.6257
1,195,-0.24821
2,195,-1.03805
10,195,0.066712
100,195,-0.0143142
1,196,1.11966
2,196,0.237969
10,196,0.1508
100,196,-0.55493
1,197,-1.5997
2,197,-2.13714
10,197,-2.59155
100,197,0.471072
1,198,0.370114
2,198,0.922371
10,198,0.464407
100,198,-12.5263
1,199,0.0577578
2,199,-3.28149
10,199,-8.05561
100,199,-1.77759
1,200,1.26039
2,200,2.95451
10,200,0.248167
100,200,2.37592
1,201,0.559431
2,201,0.798614
10,201,-1.65798
100,201,-1.14941
1,202,-0.562107
2,202,-0.92874
10,202,0.660814
100,202,0.119523
1,203,-0.0966508
2,203,-0.103919
10,203,-0.631526
100,203,-1.29446
1,204,-0.399899
2,204,11.9238
10,204,1.77107
100,204,-0.415401
1,205,-1.93278
2,205,-1.0568
10,205,-2.71505
100,205,-0.954834
1,206,-0.314746
2,206,-0.0288587
10,206,-0.728386
100,206,0.468843
1,207,4.70473
2,207,2.24668
10,207,4.55491
100,207,3.93569
1,208,-10.3403
2,208,-4.70496
10,208,-2.20317
100,208,-2.59028
1,209,0.506482
2,209,1.88735
10,209,4.31049
100,209,0.212824
1,210,-1.24976
2,210,-0.730249
10,210,-0.427729
100,210,0.428137
1,211,-0.745387
2,211,-1.57519
10,211,1.35617
100,211,-3.39445
1,212,2.63216
2,212,6.15842
10,212,1.63869
100,212,-0.103437
1,213,0.0759221
2,213,-3.0423
10,213,0.225974
100,213,-1.02648
1,214,-8.81717
2,214,-4.57673
10,214,-0.356051
100,214,0.554688
1,215,-4.13473
2,215,-5.65668
10,215,0.294651
100,215,2.88152
1,216,-0.886838
2,216,-0.842622
10,216,1.56466
100,216,-1.62395
1,217,-1.70962
2,217,-1.01416
10,217,-1.17444
100,217,0.42567
1,218,1.12147
2,218,1.12846
10,218,-0.473489
100,218,2.32025
1,219,1.64267
2,219,1.21527
10,219,1.73496
100,219,-0.0703903
1,220,0.87704
2,220,3.5392
10,220,10.27
100,220,1.20946
1,221,-1.95978
2,221,-6.70196
10,221,-0.810061
100,221,-1.22871
1,222,-1.12558
2,222,-0.414571
10,222,1.26465
100,222,-1.21187
1,223,0.133939
2,223,1.10915
10,223,-0.439663
100,223,-0.0978499
1,224,0.172201
2,224,-0.774629
10,224,-0.325616
100,224,-0.214862
1,225,2.26334
2,225,11.1774
10,225,2.19049
100,225,-0.176624
1,226,5.39916
2,226,1.99095
10,226,1.1763
100,226,5.72819
1,227,0.207029
2,227,-1.49255
10,227,0.349502
100,227,0.758033
1,228,1.45306
2,228,2.54601
10,228,-0.127753
100,228,0.432966
1,229,0.744045
2,229,-0.139763
10,229,-0.788868
100,229,0.180172
1,230,-0.350162
2,230,-0.607566
10,230,0.254451
100,230,3.64764
1,231,18.9046
2,231,8.21038
10,231,1.46842
100,231,1.95059
1,232,2.09142
2,232,0.510768
10,232,-2.78244
100,232,1.77528
1,233,0.635908
2,233,-0.702775
10,233,0.146876
100,233,0.852017
1,234,1.73112
2,234,0.758599
10,234,1.71268
100,234,0.22962
1,235,0.126485
2,235,-0.123021
10,235,-0.986996
100,235,-1.92079
1,236,-0.310752
2,236,-2.2205
10,236,-0.413332
100,236,4.24248
1,237,0.370188
2,237,-0.172595
10,237,-0.615889
100,237,-0.217033
1,238,0.148414
2,238,-0.388037
10,238,3.19716
100,238,0.470354
1,239,-8.65831
2,239,-4.71605
10,239,-2.72613
100,239,-0.392079
1,240,-37.0657
2,240,-18.4473
10,240,-8.88408
100,240,-7.55341
1,241,1.09303
2,241,-1.78722
10,241,0.471363
100,241,-2.98593
1,242,0.439332
2,242,1.57662
10,242,2.59795
100,242,2.6832
1,243,-1.0916
2,243,0.564189
10,243,0.785889
100,243,0.0340204
1,244,-2.41035
2,244,-0.464722
10,244,-0.213747
100,244,10.3936
1,245,277.091
2,245,138.467
10,245,27.8624
100,245,3.73324
1,246,-0.830018
2,246,-5.1373
10,246,-0.36118
100,246,0.0347344
1,247,-0.891656
2,247,3.57019
10,247,2.60828
100,247,-0.682343
1,248,0.426352
2,248,-0.148824
10,248,-0.0071048
100,248,25.1262
1,249,-0.19769
2,249,-0.000631476
10,249,0.583304
100,249,0.0621001
1,250,0.173092
2,250,0.224065
10,250,-0.94959
100,250,-1.47361
1,251,0.105967
2,251,2.24895
10,251,-3.75996
100,251,0.581224
1,252,1.85082
2,252,1.09511
10,252,-1.93014
100,252,13.5394
1,253,0.369126
2,253,0.252222
10,253,6.92173
100,253,0.053307
1,254,0.607011
2,254,0.555692
10,254,-2.42195
100,254,-0.757212
1,255,-2.83486
2,255,-0.677043
10,255,-1.13825
100,255,-1.55937
1,256,-4.40675
2,256,-1.72949
10,256,-1.86652
100,256,1.43723
1,257,-2.54866
2,257,-31.9078
10,257,-6.09083
100,257,-0.787073
1,258,1.24755
2,258,-0.767643
10,258,1.23199
100,258,-2.66963
1,259,0.495151
2,259,-6.80668
10,259,-1.93105
100,259,-1.56179
1,260,0.420729
2,260,8.51552
10,260,2.00244
100,260,2.34739
1,261,1.15191
2,261,5.06488
10,261,0.236042
100,261,0.647712
1,262,-1.01751
2,262,-0.153275
10,262,1.07029
100,262,-1.64986
1,263,1.26953
2,263,0.695761
10,263,1.08671
100,263,2.58222
1,264,-0.471354
2,264,-1.21711
10,264,-3.78235
100,264,-5.70101
1,265,-0.931155
2,265,-0.886838
10,265,-0.557851
100,265,-2.65594
1,266,-0.291984
2,266,-0.083706
10,266,-0.535124
100,266,-0.689154
1,267,-5.36896
2,267,-2.55657
10,267,0.0265436
100,267,1.23049
1,268,0.66857
2,268,0.249148
10,268,0.774188
100,268,-2.23776
1,269,-0.717266
2,269,-0.240313
10,269,1.2012
100,269,6.28563
1,270,2.784
2,270,0.826875
10,270,0.82825
100,270,5.85177
1,271,-0.835513
2,271,0.257232
10,271,-0.382144
100,271,-2.18855
1,272,-2.43327
2,272,-0.723826
10,272,0.326238
100,272,2.57671
1,273,-0.763788
2,273,-0.0240823
10,273,-3.75159
100,273,-0.406261
1,274,-0.485289
2,274,-0.430154
10,274,-0.227578
100,274,-1.06401
1,275,-0.117201
2,275,3.74049
10,275,5.68744
100,275,1.22334
1,276,-0.683436
2,276,-0.465291
10,276,0.106096
100,276,-1.36103
1,277,-0.10389
2,277,0.178772
10,277,1.56772
100,277,1.2543
1,278,1.39789
2,278,1.07329
10,278,0.65535
100,278,1.64709
1,279,-1.14516
2,279,-1.69661
10,279,0.552607
100,279,0.767931
1,280,0.118696
2,280,0.298628
10,280,1.75351
100,280,-0.950167
1,281,0.161295
2,281,4.62373
10,281,2.25138
100,281,6.47275
1,282,-0.587748
2,282,-0.245779
10,282,-1.70598
100,282,15.7799
1,283,0.713051
2,283,0.156444
10,283,-1.16023
100,283,-0.903166
1,284,1.27845
2,284,-0.108985
10,284,1.80848
100,284,-0.488243
1,285,3.59891
2,285,2.3645
10,285,-0.0764279
100,285,-0.138541
1,286,-0.222034
2,286,1.6534
10,286,1.23878
100,286,-0.274868
1,287,3.0849
2,287,3.63546
10,287,3.01632
100,287,3.43144
1,288,-0.966427
2,288,0.0627427
10,288,-0.391354
100,288,0.631164
1,289,-1.17488
2,289,-2.24852
10,289,1.12126
100,289,-0.503454
1,290,1.03618
2,290,-0.37107
10,290,-0.375513
100,290,-1.03572
1,291,0.646805
2,291,1.3996
10,291,-0.229584
100,291,-0.403953
1,292,-0.418883
2,292,0.522957
10,292,0.186912
100,292,-0.423766
1,293,0.343999
2,293,1.30258
10,293,1.10389
100,293,1.63462
1,294,-0.30368
2,294,1.87523
10,294,6.16768
100,294,0.816261
1,295,-2.83439
2,295,-1.73374
10,295,-1.75666
100,295,3.4482
1,296,-0.502256
2,296,0.46077
10,296,-0.359435
100,296,-0.0195204
1,297,-0.791705
2,297,-0.653809
10,297,-0.595529
100,297,-0.35543
1,298,0.756032
2,298,0.78652
10,298,-0.286899
100,298,0.687981
1,299,-0.465048
2,299,-1.11357
10,299,-0.924989
100,299,0.187321
1,300,-1.38022
2,300,-2.47352
10,300,-0.777036
100,300,-7.59976
1,301,1.06978
2,301,-2.52107
10,301,-0.525558
100,301,0.44571
1,302,-0.0527736
2,302,-7.53492
10,302,-1.48254
100,302,0.397978
1,303,-1.88231
2,303,-1.77903
10,303,1.23201
100,303,-1.70903
1,304,-0.953112
2,304,-1.4172
10,304,-0.452382
100,304,3.04272
1,305,-0.205157
2,305,-0.846218
10,305,0.0913314
100,305,0.933343
1,306,1.94001
2,306,1.72036
10,306,-0.457562
100,306,0.484885
1,307,0.444778
2,307,0.635494
10,307,-0.741708
100,307,-0.324566
1,308,-1.1568
2,308,-0.599817
10,308,0.385122
100,308,-0.175842
1,309,1.29351
2,309,0.811119
10,309,0.824104
100,309,0.947476
1,310,-0.0783388
2,310,0.199694
10,310,-6.50094
100,310,-1.36712
1,311,1.15798
2,311,6.89267
10,311,0.589056
100,311,-0.112071
1,312,0.715576
2,312,1.27522
10,312,-0.340556
100,312,10.3023
1,313,-10.7542
2,313,-6.07189
10,313,-0.47123
100,313,0.851463
1,314,-0.403689
2,314,-0.961727
10,314,-3.96601
100,314,-2.31202
1,315,-0.757375
2,315,-0.261661
10,315,-0.530544
100,315,-2.22567
1,316,-1.58489
2,316,-2.79574
10,316,0.739844
100,316,-3.12078
1,317,-1.09334
2,317,0.86808
10,317,-0.160661
100,317,-0.0238523
1,318,-1.44682
2,318,-1.06452
10,318,24.1075
100,318,3.42938
1,319,-5.58547
2,319,-2.06184
10,319,0.320539
100,319,0.362877
1,320,0.427065
2,320,0.152511
10,320,-0.967514
100,320,-0.245198
1,321,-12.1367
2,321,-11.4012
10,321,-1.62646
100,321,-1.10495
1,322,7.02275
2,322,3.72861
10,322,-3.61489
100,322,-4.0444
1,323,11.1548
2,323,5.25905
10,323,-1.59347
100,323,0.899732
1,324,-0.0623678
2,324,-0.0721161
10,324,-0.305149
100,324,-0.448187
1,325,0.751452
2,325,0.0889031
10,325,-0.536401
100,325,-5.00683
1,326,-0.393219
2,326,-0.0771117
10,326,4.6458
100,326,8.04443
1,327,-0.319049
2,327,-0.599227
10,327,1.2141
100,327,1.19187
1,328,-1.62648
2,328,-2.0074
10,328,-1.82233
100,328,-11.757
1,329,3.86275
2,329,1.6483
10,329,2.3682
100,329,48.2084
1,330,0.486343
2,330,2.82746
10,330,1.33179
100,330,0.228582
1,331,-4.73991
2,331,-6.1972
10,331,-0.56765
100,331,0.275269
1,332,-1.45641
2,332,-0.171856
10,332,-0.358952
100,332,0.335722
1,333,1.49106
2,333,0.406307
10,333,2.20219
100,333,1.11146
1,334,0.539081
2,334,3.58785
10,334,1.74205
100,334,13.6958
1,335,-0.173219
2,335,-0.228915
10,335,0.0766435
100,335,0.302939
1,336,0.22603
2,336,-0.0593727
10,336,0.663869
100,336,-0.701968
1,337,0.620053
2,337,0.702657
10,337,-0.482271
100,337,0.0389385
1,338,1.96879
2,338,1.85911
10,338,-2.46425
100,338,10.2011
1,339,0.657298
2,339,-0.183887
10,339,0.792297
100,339,2.75411
1,340,6.33212
2,340,3.11248
10,340,0.65652
100,340,-24.7169
1,341,-2.71586
2,341,-2.72844
10,341,0.551899
100,341,1.88732
1,342,-0.159531
2,342,0.973145
10,342,0.487804
100,342,2.69961
1,343,-495.361
2,343,-247.364
10,343,-45.4663
100,343,-4.7483
1,344,-3.42222
2,344,-2.35557
10,344,3.73018
100,344,1.03357
1,345,0.621097
2,345,0.52691
10,345,0.513809
100,345,-0.528379
1,346,-0.953498
2,346,1.25805
10,346,1.08193
100,346,-0.105003
1,347,0.261407
2,347,0.83512
10,347,35.2276
100,347,3.07537
1,348,3.27885
2,348,1.53598
10,348,1.17716
100,348,-0.0283302
1,349,-7.50234
2,349,-2.53631
10,349,0.0289137
100,349,-0.110338
1,350,4.60757
2,350,2.38201
10,350,0.354417
100,350,-0.288574
1,351,62.4764
2,351,32.2296
10,351,6.32366
100,351,0.860598
1,352,41.7925
2,352,21.8134
10,352,3.95071
100,352,-1.99049
1,353,0.500307
2,353,0.0494198
10,353,-0.711049
100,353,0.618832
1,354,1.10031
2,354,0.659307
10,354,4.9127
100,354,5.0844
1,355,-3.38967
2,355,-0.390295
10,355,-0.816388
100,355,2.01931
1,356,0.543523
2,356,1.11772
10,356,0.547227
100,356,33.2749
1,357,2.04301
2,357,1.06219
10,357,-0.300422
100,357,0.0749665
1,358,8.6786
2,358,1.51232
10,358,0.121386
100,358,-0.151881
1,359,-0.298821
2,359,5.84181
10,359,1.59271
100,359,-4.19618
1,360,-0.148049
2,360,0.693482
10,360,-2.08841
100,360,0.358182
1,361,0.334505
2,361,110.134
10,361,21.0082
100,361,1.5725
1,362,-0.235826
2,362,3.3553
10,362,3.05376
100,362,-0.215807
1,363,-4.36045
2,363,-0.746173
10,363,-155.761
100,363,-179.965
1,364,-1.41227
2,364,-5.02302
10,364,-1.98372
100,364,-1.74119
1,365,0.189485
2,365,0.472699
10,365,3.13575
100,365,2.56994
1,366,-12.4577
2,366,-7.4511
10,366,-1.8967
100,366,-1.63836
1,367,-1.31121
2,367,-1.02245
10,367,-1.64089
100,367,-0.793769
1,368,0.019886
2,368,1.09251
